Year,RS,RA,W,OBP,SLG,BA,G,run_diff,RS_per_game,RA_per_game,OPS,prev_wins,wins_3yr_avg,prev_run_diff,OBP_3yr_avg,SLG_3yr_avg,League_NL,Franchise_ATL,Franchise_BAL,Franchise_BOS,Franchise_CHC,Franchise_CHW,Franchise_CIN,Franchise_CLE,Franchise_COL,Franchise_DET,Franchise_HOU,Franchise_KCR,Franchise_LAA,Franchise_LAD,Franchise_MIA,Franchise_MIL,Franchise_MIN,Franchise_NYM,Franchise_NYY,Franchise_OAK,Franchise_PHI,Franchise_PIT,Franchise_SDP,Franchise_SEA,Franchise_SFG,Franchise_STL,Franchise_TBR,Franchise_TEX,Franchise_TOR,Franchise_WSN,era_1977_1993,era_1994_1998,era_1999_2012
2012,619,651,75,0.296,0.369,0.234,162,-32,3.8209876543209877,4.018518518518518,0.665,67.0,71.0,-119.0,0.3013333333333333,0.363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2012,748,676,85,0.318,0.422,0.255,162,72,4.617283950617284,4.172839506172839,0.74,79.0,82.0,-52.0,0.32666666666666666,0.40633333333333327,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,676,746,72,0.317,0.4,0.265,162,-70,4.172839506172839,4.604938271604938,0.7170000000000001,71.0,67.66666666666667,-32.0,0.326,0.4063333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,718,649,94,0.327,0.397,0.269,162,69,4.432098765432099,4.006172839506172,0.724,86.0,88.66666666666667,-8.0,0.311,0.38833333333333336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2012,731,594,98,0.322,0.428,0.261,162,137,4.512345679012346,3.6666666666666665,0.75,80.0,69.33333333333333,-19.0,0.3213333333333333,0.393,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2012,734,688,81,0.328,0.418,0.259,162,46,4.530864197530864,4.246913580246914,0.746,94.0,76.33333333333333,69.0,0.3236666666666667,0.41566666666666663,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,613,759,61,0.302,0.378,0.24,162,-146,3.7839506172839505,4.685185185185185,0.6799999999999999,71.0,76.33333333333333,-102.0,0.322,0.403,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,650,709,74,0.316,0.386,0.249,162,-59,4.012345679012346,4.3765432098765435,0.702,77.0,75.33333333333333,-24.0,0.328,0.38933333333333336,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,713,614,94,0.31,0.404,0.238,162,99,4.401234567901234,3.7901234567901234,0.714,74.0,76.66666666666667,-34.0,0.321,0.3813333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,804,668,95,0.337,0.453,0.265,162,136,4.962962962962963,4.1234567901234565,0.79,97.0,98.33333333333333,210.0,0.3516666666666666,0.4526666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,701,832,66,0.325,0.39,0.26,162,-131,4.327160493827161,5.135802469135802,0.7150000000000001,63.0,81.33333333333333,-185.0,0.33066666666666666,0.4036666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,712,705,93,0.311,0.417,0.247,162,7,4.395061728395062,4.351851851851852,0.728,69.0,66.33333333333333,-152.0,0.32133333333333336,0.4046666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,776,733,83,0.325,0.437,0.259,162,43,4.790123456790123,4.5246913580246915,0.762,96.0,84.33333333333333,83.0,0.3336666666666667,0.425,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,609,724,69,0.308,0.382,0.244,162,-115,3.759259259259259,4.469135802469136,0.69,72.0,79.66666666666667,-77.0,0.3263333333333333,0.40233333333333327,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,651,674,79,0.304,0.395,0.243,162,-23,4.018518518518518,4.160493827160494,0.6990000000000001,72.0,63.666666666666664,-102.0,0.3103333333333333,0.37599999999999995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2012,651,710,76,0.319,0.38,0.247,162,-59,4.018518518518518,4.382716049382716,0.6990000000000001,71.0,78.66666666666667,-18.0,0.31433333333333335,0.367,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2012,684,680,81,0.317,0.4,0.255,162,4,4.222222222222222,4.197530864197531,0.7170000000000001,102.0,97.33333333333333,184.0,0.3296666666666667,0.4183333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2012,734,806,69,0.315,0.415,0.26,162,-72,4.530864197530864,4.9753086419753085,0.73,90.0,91.33333333333333,138.0,0.3466666666666667,0.45533333333333337,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,808,707,93,0.334,0.446,0.273,162,101,4.987654320987654,4.364197530864198,0.78,96.0,91.0,178.0,0.3326666666666667,0.44133333333333336,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2012,716,784,73,0.309,0.407,0.245,162,-68,4.419753086419753,4.839506172839506,0.716,81.0,80.33333333333333,-18.0,0.3206666666666667,0.43566666666666665,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2011,718,742,77,0.335,0.391,0.264,162,-24,4.432098765432099,4.580246913580247,0.726,79.0,79.33333333333333,4.0,0.3296666666666667,0.399,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,654,756,71,0.314,0.401,0.256,162,-102,4.037037037037037,4.666666666666667,0.7150000000000001,75.0,85.0,-82.0,0.3353333333333333,0.41700000000000004,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,731,662,94,0.322,0.413,0.25,162,69,4.512345679012346,4.08641975308642,0.735,65.0,72.33333333333333,-123.0,0.3253333333333333,0.4163333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,624,643,80,0.309,0.383,0.242,161,-19,3.875776397515528,3.9937888198757765,0.692,69.0,62.333333333333336,-87.0,0.326,0.38966666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2011,743,761,81,0.317,0.413,0.249,162,-18,4.58641975308642,4.697530864197531,0.73,85.0,82.0,27.0,0.3253333333333333,0.43100000000000005,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2011,855,677,96,0.34,0.46,0.283,162,178,5.277777777777778,4.179012345679013,0.8,90.0,85.33333333333333,100.0,0.3373333333333333,0.442,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2011,875,737,90,0.349,0.461,0.28,162,138,5.401234567901234,4.549382716049383,0.81,89.0,93.0,74.0,0.3496666666666666,0.4506666666666667,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,713,529,102,0.323,0.395,0.253,162,184,4.401234567901234,3.265432098765432,0.718,97.0,94.0,132.0,0.3326666666666667,0.4326666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2011,593,611,71,0.305,0.349,0.237,162,-18,3.6604938271604937,3.771604938271605,0.6539999999999999,90.0,76.0,84.0,0.3183333333333333,0.38066666666666665,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2011,610,712,72,0.309,0.368,0.244,162,-102,3.765432098765432,4.395061728395062,0.677,57.0,62.0,-279.0,0.314,0.38766666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2011,730,762,71,0.329,0.415,0.275,162,-32,4.506172839506172,4.703703703703703,0.744,67.0,69.0,-169.0,0.323,0.4003333333333334,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,570,578,86,0.303,0.368,0.242,162,-8,3.5185185185185186,3.567901234567901,0.671,92.0,84.0,114.0,0.317,0.393,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2011,735,720,79,0.326,0.408,0.256,162,15,4.537037037037037,4.444444444444445,0.734,91.0,81.0,105.0,0.3256666666666667,0.4126666666666667,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,762,692,90,0.341,0.425,0.273,162,70,4.703703703703703,4.271604938271605,0.766,86.0,87.66666666666667,95.0,0.338,0.4166666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2011,867,657,97,0.343,0.444,0.263,162,210,5.351851851851852,4.055555555555555,0.787,95.0,95.66666666666667,166.0,0.35133333333333333,0.447,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,645,679,74,0.311,0.369,0.244,162,-34,3.9814814814814814,4.191358024691358,0.6799999999999999,81.0,77.0,37.0,0.3233333333333333,0.3813333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,644,612,82,0.322,0.375,0.257,161,32,4.0,3.801242236024845,0.6970000000000001,80.0,86.33333333333333,-25.0,0.3336666666666667,0.39666666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,667,633,86,0.313,0.402,0.253,162,34,4.117283950617284,3.9074074074074074,0.7150000000000001,80.0,92.33333333333333,-21.0,0.3303333333333333,0.4146666666666667,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,615,796,56,0.311,0.374,0.258,162,-181,3.7962962962962963,4.91358024691358,0.685,76.0,78.66666666666667,-118.0,0.315,0.39233333333333337,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,641,605,89,0.308,0.387,0.243,162,36,3.95679012345679,3.734567901234568,0.6950000000000001,91.0,83.0,109.0,0.341,0.4046666666666667,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,787,711,95,0.34,0.434,0.277,162,76,4.8580246913580245,4.388888888888889,0.774,81.0,80.33333333333333,8.0,0.3353333333333333,0.425,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,735,774,73,0.329,0.41,0.258,162,-39,4.537037037037037,4.777777777777778,0.739,83.0,83.0,53.0,0.3383333333333334,0.427,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,654,706,79,0.319,0.388,0.252,162,-52,4.037037037037037,4.3580246913580245,0.7070000000000001,88.0,85.33333333333333,48.0,0.331,0.4263333333333333,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,556,675,67,0.292,0.348,0.233,162,-119,3.432098765432099,4.166666666666667,0.6399999999999999,61.0,69.0,-185.0,0.31,0.3766666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2011,707,614,91,0.322,0.402,0.244,162,93,4.364197530864198,3.7901234567901234,0.724,96.0,92.33333333333333,153.0,0.33866666666666667,0.42133333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2011,704,760,80,0.317,0.396,0.25,162,-56,4.345679012345679,4.691358024691358,0.7130000000000001,69.0,71.66666666666667,-106.0,0.3333333333333333,0.40633333333333327,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,619,804,63,0.306,0.36,0.247,162,-185,3.8209876543209877,4.962962962962963,0.6659999999999999,94.0,89.66666666666667,110.0,0.342,0.41966666666666663,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,708,860,69,0.316,0.413,0.257,162,-152,4.37037037037037,5.308641975308642,0.729,66.0,66.0,-172.0,0.327,0.41,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,721,638,96,0.325,0.425,0.261,162,83,4.450617283950617,3.9382716049382718,0.75,77.0,82.33333333333333,-54.0,0.3336666666666667,0.42700000000000005,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,625,702,72,0.318,0.388,0.247,162,-77,3.8580246913580245,4.333333333333333,0.706,80.0,83.66666666666667,2.0,0.329,0.41733333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,755,728,85,0.312,0.454,0.248,162,27,4.660493827160494,4.493827160493828,0.766,75.0,81.33333333333333,27.0,0.3303333333333333,0.41933333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
2010,787,687,90,0.338,0.419,0.276,162,100,4.8580246913580245,4.2407407407407405,0.757,87.0,80.33333333333333,44.0,0.334,0.4443333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2010,713,836,65,0.325,0.416,0.25,162,-123,4.401234567901234,5.160493827160494,0.741,70.0,80.66666666666667,-62.0,0.324,0.41533333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,655,742,69,0.318,0.39,0.25,162,-87,4.04320987654321,4.580246913580247,0.708,59.0,63.666666666666664,-164.0,0.32833333333333337,0.38966666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
2010,613,785,66,0.316,0.386,0.259,162,-172,3.7839506172839505,4.845679012345679,0.702,64.0,67.0,-135.0,0.3326666666666667,0.4186666666666667,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,781,671,94,0.341,0.422,0.273,162,110,4.820987654320987,4.1419753086419755,0.763,87.0,84.66666666666667,52.0,0.3383333333333334,0.4093333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,719,717,80,0.321,0.403,0.254,162,2,4.438271604938271,4.425925925925926,0.724,87.0,80.66666666666667,6.0,0.3340000000000001,0.4323333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,750,804,77,0.335,0.424,0.262,162,-54,4.62962962962963,4.962962962962963,0.759,80.0,84.33333333333333,-33.0,0.3316666666666667,0.43766666666666665,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,665,581,90,0.317,0.371,0.246,162,84,4.104938271604938,3.5864197530864197,0.688,75.0,75.66666666666667,-131.0,0.32,0.39399999999999996,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
2010,587,866,57,0.304,0.373,0.242,162,-279,3.623456790123457,5.345679012345679,0.677,62.0,65.66666666666667,-132.0,0.321,0.4003333333333334,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
2010,818,744,89,0.339,0.451,0.268,162,74,5.049382716049383,4.592592592592593,0.79,95.0,95.33333333333333,136.0,0.3573333333333333,0.4483333333333333,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,772,640,97,0.332,0.413,0.26,162,132,4.765432098765432,3.950617283950617,0.745,93.0,91.33333333333333,111.0,0.34,0.44766666666666666,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2010,770,717,83,0.336,0.425,0.263,162,53,4.753086419753086,4.425925925925926,0.761,92.0,85.33333333333333,89.0,0.3443333333333333,0.431,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,751,743,81,0.335,0.415,0.268,162,8,4.635802469135802,4.58641975308642,0.75,86.0,82.66666666666667,-2.0,0.33866666666666667,0.43933333333333335,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,736,641,86,0.332,0.402,0.263,162,95,4.54320987654321,3.95679012345679,0.734,91.0,85.0,90.0,0.33966666666666673,0.4176666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2010,790,685,91,0.338,0.436,0.272,162,105,4.8765432098765435,4.228395061728395,0.774,78.0,74.66666666666667,-50.0,0.32466666666666666,0.4126666666666667,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,738,629,91,0.339,0.401,0.258,162,109,4.555555555555555,3.882716049382716,0.74,86.0,80.66666666666667,94.0,0.341,0.416,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,611,729,76,0.303,0.362,0.247,162,-118,3.771604938271605,4.5,0.665,74.0,77.66666666666667,-127.0,0.324,0.409,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,646,752,69,0.322,0.378,0.248,162,-106,3.9876543209876543,4.6419753086419755,0.7,65.0,80.66666666666667,-92.0,0.3403333333333334,0.423,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,802,649,96,0.333,0.403,0.247,162,153,4.950617283950617,4.006172839506172,0.736,84.0,82.33333333333333,49.0,0.33966666666666673,0.43133333333333335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2010,667,692,80,0.322,0.379,0.252,162,-25,4.117283950617284,4.271604938271605,0.7010000000000001,95.0,87.0,169.0,0.33866666666666667,0.4056666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,681,702,80,0.311,0.39,0.248,162,-21,4.203703703703703,4.333333333333333,0.7010000000000001,97.0,97.0,122.0,0.3416666666666666,0.42366666666666664,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,752,704,88,0.332,0.42,0.268,162,48,4.6419753086419755,4.345679012345679,0.752,79.0,80.0,-8.0,0.32633333333333336,0.42100000000000004,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,513,698,61,0.298,0.339,0.236,162,-185,3.1666666666666665,4.308641975308642,0.637,85.0,78.0,-52.0,0.323,0.4053333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2010,656,652,79,0.314,0.383,0.249,162,4,4.049382716049383,4.0246913580246915,0.6970000000000001,70.0,82.33333333333333,-86.0,0.33899999999999997,0.41533333333333333,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,685,767,75,0.32,0.401,0.257,162,-82,4.228395061728395,4.734567901234568,0.7210000000000001,83.0,88.33333333333333,35.0,0.33966666666666673,0.424,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,697,583,92,0.321,0.408,0.257,162,114,4.302469135802469,3.5987654320987654,0.729,88.0,77.0,46.0,0.3173333333333333,0.38599999999999995,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2010,676,845,67,0.331,0.399,0.274,162,-169,4.172839506172839,5.216049382716049,0.73,65.0,69.66666666666667,-156.0,0.32,0.39666666666666667,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,859,693,95,0.35,0.436,0.267,162,166,5.302469135802469,4.277777777777778,0.786,103.0,95.33333333333333,162.0,0.35666666666666663,0.45599999999999996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,663,626,81,0.324,0.378,0.256,162,37,4.092592592592593,3.8641975308641974,0.702,75.0,75.33333333333333,-2.0,0.328,0.391,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2009,640,692,85,0.314,0.402,0.258,162,-52,3.950617283950617,4.271604938271605,0.716,61.0,75.66666666666667,-140.0,0.3266666666666667,0.4126666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2009,724,732,79,0.329,0.411,0.258,162,-8,4.469135802469136,4.518518518518518,0.74,89.0,83.66666666666667,82.0,0.33066666666666666,0.4386666666666667,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
